,customer,order,total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,num_orders,labels,class
2104,2104,6219,34.333333333333336,14.269999999999998,3,7,30.46,0.0,36.36666666666667,26.05666666666667,6.123333333333332,0.0,0.9933333333333332,0.0,3.0,1,grocery_regular
2105,2105,6222,15.333333333333336,1.29,2,18,24.36,0.0,15.123333333333335,9.6,2.61,0.0,48.31,0.0,3.0,5,new_parents
2106,2106,6225,27.0,18.13,6,15,0.0,0.0,32.84,67.16,0.0,0.0,0.0,0.0,1.0,6,home_decorators
2107,2107,6226,33.142857142857146,2.43,2,8,32.71857142857142,0.0,21.72142857142857,35.67,5.097142857142857,3.332857142857143,1.4585714285714286,0.0,7.0,1,grocery_regular
2108,2108,6233,37.0,25.89,2,21,17.01,3.71,71.78,7.5,0.0,0.0,0.0,0.0,1.0,0,drink_lovers
2109,2109,6234,10.0,0.0,7,20,55.78,11.62,0.0,0.0,6.3,26.3,0.0,0.0,1.0,9,health_concious
2110,2110,6235,32.0,100.0,1,17,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,grocery_shoppers
2111,2111,6236,27.5,4.23,1,13,13.485,0.0,24.64,3.31,23.700000000000006,32.805,0.0,2.06,2.0,9,health_concious
2112,2112,6238,31.5,4.3725000000000005,3,13,31.48,18.3825,38.255,3.215,1.1175,0.0,7.5525,0.0,4.0,1,grocery_regular
2113,2113,6242,27.0,100.0,3,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,grocery_shoppers
2114,2114,6243,37.5,23.42,4,12,49.835,9.015,9.095,13.12,12.745,0.0,0.0,6.185,2.0,1,grocery_regular
2115,2115,6245,26.2,1.942,1,21,13.946000000000002,3.82,23.204,10.654000000000002,7.709999999999999,0.0,29.962,10.704,5.0,1,grocery_regular
2116,2116,6250,39.5,24.855,5,21,26.885,0.0,0.0,56.87000000000001,5.25,0.0,10.995,0.0,2.0,6,home_decorators
2117,2117,6252,13.0,16.39,2,15,0.0,0.0,8.24,48.61,43.15,0.0,0.0,0.0,1.0,6,home_decorators
2118,2118,6253,32.333333333333336,10.206666666666667,2,11,14.14,18.12333333333333,24.04333333333333,31.20333333333333,5.043333333333333,5.343333333333334,0.0,0.0,3.0,1,grocery_regular
2119,2119,6256,40.0,20.14,3,22,10.905,0.0,4.135,59.27,19.245,6.45,0.0,0.0,2.0,6,home_decorators
2120,2120,6258,14.0,2.9,1,22,9.42,0.0,19.03,8.38,19.81,43.35,0.0,0.0,1.0,9,health_concious
2121,2121,6259,31.0,100.0,3,23,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,grocery_shoppers
2122,2122,6260,7.0,21.905,1,11,1.38,0.0,5.945,8.28,0.0,0.0,79.845,4.55,2.0,5,new_parents
2123,2123,6262,7.0,16.16,7,9,0.0,0.0,0.0,12.74,0.0,0.0,87.26,0.0,1.0,5,new_parents
2124,2124,6263,53.83333333333334,5.281666666666667,1,11,42.79666666666665,1.7749999999999997,24.295,29.763333333333332,0.39166666666666666,0.0,0.9816666666666668,0.0,6.0,1,grocery_regular
2125,2125,6269,23.0,20.265,4,19,3.035,0.0,6.855,70.44999999999997,19.66,0.0,0.0,0.0,2.0,6,home_decorators
2126,2126,6271,28.0,31.46,7,14,0.0,0.0,0.0,37.61,62.39,0.0,0.0,0.0,1.0,3,beauty_concious
2127,2127,6272,64.0,13.6,2,11,42.26,0.0,14.85,12.61,4.25,0.0,26.03,0.0,1.0,1,grocery_regular
2128,2128,6273,45.4,6.0760000000000005,4,22,24.796,4.062,38.135999999999996,21.07,11.936,0.0,0.0,0.0,5.0,1,grocery_regular
2129,2129,6278,23.0,11.635000000000002,1,22,11.995,0.0,9.515,55.335,0.0,0.0,23.155,0.0,2.0,6,home_decorators
2130,2130,6280,109.0,0.19,2,1,3.16,70.77,11.93,7.01,3.24,0.0,0.0,3.89,1.0,8,fresh_regulars
2131,2131,6281,53.375,5.19625,2,21,0.5625,0.0,47.4575,40.76000000000001,7.581250000000002,0.0,3.2612499999999995,0.3775,8.0,0,drink_lovers
2132,2132,6289,25.6,0.102,1,13,28.535999999999998,17.258,35.588,18.616000000000003,0.0,0.0,0.0,0.0,5.0,1,grocery_regular
2133,2133,6294,19.0,100.0,4,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,grocery_shoppers
2134,2134,6297,11.090909090909092,3.690909090909092,7,12,16.10363636363636,0.7909090909090909,31.67272727272727,17.43272727272727,6.0563636363636375,0.9490909090909092,26.99454545454546,0.0,11.0,4,royals
2135,2135,6308,2.0,0.0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5,new_parents
2136,2136,6309,20.75,45.69250000000001,3,19,18.83875,3.5375,38.28125,36.47375,2.86875,0.0,0.0,0.0,8.0,6,home_decorators
2137,2137,6317,62.16666666666666,2.106666666666667,4,12,26.45833333333333,38.57333333333333,25.185,7.191666666666667,2.018333333333333,0.0,0.5750000000000001,0.0,6.0,8,fresh_regulars
2138,2138,6323,39.5,7.540000000000001,7,21,30.915,1.34,47.24500000000001,8.672500000000001,3.645,0.0,0.0,8.18,4.0,1,grocery_regular
2139,2139,6327,14.0,0.94,2,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,grocery_regular
2140,2140,6328,33.0,6.69,2,17,5.97,75.06,0.0,0.0,0.0,18.98,0.0,0.0,1.0,8,fresh_regulars
2141,2141,6329,47.0,41.05,2,22,53.86,9.645,21.385,13.805,0.0,0.0,0.0,0.0,2.0,1,grocery_regular
2142,2142,6331,46.0,11.38,1,15,30.01,0.0,20.5,39.12,10.37,0.0,0.0,0.0,1.0,1,grocery_regular
2143,2143,6332,17.5,17.7,7,15,2.435,0.89,7.8,39.53,9.885,7.81,31.655,0.0,2.0,6,home_decorators
2144,2144,6334,39.5,6.01,2,13,24.05,37.305,10.2175,15.1025,11.5475,0.0,1.7775,0.0,4.0,8,fresh_regulars
2145,2145,6338,28.0,0.09,1,14,34.38,2.59,43.5,0.0,0.0,0.0,0.0,19.53,1.0,1,grocery_regular
2146,2146,6339,10.666666666666666,10.71,1,18,84.93333333333334,0.0,15.066666666666668,0.0,0.0,0.0,0.0,0.0,3.0,1,grocery_regular
2147,2147,6342,50.6,2.998,3,19,34.69,0.0,34.27200000000001,10.5,4.218,0.146,16.174,0.0,5.0,1,grocery_regular
2148,2148,6347,31.75,13.1375,1,13,34.097500000000004,20.5225,27.450000000000006,12.204999999999998,5.28,0.0,0.0,0.445,4.0,1,grocery_regular
2149,2149,6351,20.222222222222218,10.172222222222224,3,1,19.911111111111108,0.0,63.30777777777778,10.214444444444446,6.17,0.39666666666666667,0.0,0.0,9.0,0,drink_lovers
2150,2150,6360,35.5,4.31,4,22,26.47,41.46,26.32,2.28,3.475,0.0,0.0,0.0,2.0,8,fresh_regulars
2151,2151,6362,13.0,0.38,2,23,10.385,0.0,8.205,4.17,2.075,8.795,50.095,16.275,2.0,5,new_parents
2152,2152,6364,47.2,6.232000000000001,2,17,42.768,0.0,36.775999999999996,18.936,1.52,0.0,0.0,0.0,5.0,1,grocery_regular
2153,2153,6369,10.0,0.0,1,9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0,drink_lovers
2154,2154,6370,32.166666666666664,11.27,1,18,37.158333333333346,19.836666666666673,20.69,19.621666666666666,2.6950000000000003,0.0,0.0,0.0,6.0,1,grocery_regular
2155,2155,6376,8.0,35.0,5,17,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,6,home_decorators
2156,2156,6377,53.0,0.96,7,20,22.54,33.81,16.29,17.7,0.0,0.0,9.66,0.0,1.0,8,fresh_regulars
2157,2157,6378,19.0,13.27,2,17,21.12,0.0,0.88,0.21,0.0,4.15,73.64,0.0,1.0,5,new_parents
2158,2158,6379,24.75,12.17,7,23,17.07,14.840000000000002,5.9675,18.5,0.0,0.0,43.615,0.0,4.0,5,new_parents
2159,2159,6383,45.0,27.28,4,12,0.0,0.0,18.75,51.45,6.5,0.0,2.87,20.44,1.0,6,home_decorators
2160,2160,6384,25.0,3.2,2,21,1.88,12.23,27.16,19.21,39.53,0.0,0.0,0.0,1.0,1,grocery_regular
2161,2161,6385,31.0,3.2,7,23,17.66,0.0,64.64,17.7,0.0,0.0,0.0,0.0,1.0,0,drink_lovers
2162,2162,6386,27.0,31.9,7,18,47.78,35.84,14.1,2.29,0.0,0.0,0.0,0.0,1.0,8,fresh_regulars
2163,2163,6387,13.0,0.0,3,18,20.29,0.0,0.0,31.62,31.29,0.0,0.0,16.8,1.0,6,home_decorators
2164,2164,6388,38.21052631578947,4.547894736842103,2,12,9.794210526315787,54.990526315789474,9.445789473684213,4.686315789473684,1.4957894736842106,0.020526315789473684,19.566315789473684,0.0,19.0,4,royals
2165,2165,6407,28.0,13.839999999999998,4,2,9.26,0.0,26.878000000000004,37.16199999999999,25.838,0.21,0.654,0.0,5.0,6,home_decorators
2166,2166,6412,27.66666666666667,3.4041666666666663,7,11,38.085,0.5066666666666667,11.078333333333335,19.815,16.930833333333336,11.847500000000002,0.8424999999999999,0.15083333333333335,12.0,4,royals
2167,2167,6424,42.0,0.15,6,14,11.68,62.98,25.34,0.0,0.0,0.0,0.0,0.0,1.0,8,fresh_regulars
2168,2168,6425,40.0,11.23,4,19,25.585,9.94,12.91,29.225,14.85,7.485,0.0,0.0,2.0,1,grocery_regular
2169,2169,6427,26.0,5.015,4,13,73.35499999999998,0.0,26.645000000000003,0.0,0.0,0.0,0.0,0.0,2.0,1,grocery_regular
2170,2170,6429,21.0,3.62,4,18,35.865,1.58,48.90000000000001,9.62,4.035,0.0,0.0,0.0,2.0,0,drink_lovers
2171,2171,6431,31.33333333333333,7.5299999999999985,1,22,13.183333333333332,47.39000000000001,16.933333333333334,3.1966666666666668,2.533333333333333,2.023333333333333,14.736666666666665,0.0,3.0,8,fresh_regulars
2172,2172,6434,23.0,2.22,1,18,50.98,18.78,25.57,0.0,4.67,0.0,0.0,0.0,1.0,1,grocery_regular
2173,2173,6435,46.0,9.54,2,0,17.26,8.42,16.32,44.29,13.704999999999998,0.0,0.0,0.0,2.0,6,home_decorators
2174,2174,6437,31.5,3.4,7,19,11.66,66.28,5.05,2.79,11.145,3.065,0.0,0.0,2.0,8,fresh_regulars
2175,2175,6439,19.0,100.0,6,23,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,grocery_shoppers
2176,2176,6440,7.666666666666668,0.05,5,0,0.0,0.0,8.58,0.0,0.0,91.42,0.0,0.0,3.0,9,health_concious
2177,2177,6443,29.0,12.0375,1,8,5.2925,5.35,59.99,15.1575,14.21,0.0,0.0,0.0,4.0,0,drink_lovers
2178,2178,6447,66.5,7.102500000000001,4,19,13.365,52.3,24.905,4.6875,0.0,2.4,0.0,2.34,4.0,8,fresh_regulars
2179,2179,6451,68.0,7.66,7,22,28.61,0.0,11.67,21.72,26.17,9.79,0.0,2.05,1.0,1,grocery_regular
2180,2180,6452,16.5,29.045,2,12,48.46,0.0,2.455,36.88,0.0,0.0,0.0,12.205000000000002,2.0,6,home_decorators
2181,2181,6454,50.0,100.0,7,19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,grocery_shoppers
2182,2182,6455,35.5,100.0,5,12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,grocery_shoppers
2183,2183,6457,48.0,4.866666666666666,1,11,31.27,0.0,54.53333333333333,12.023333333333332,2.1733333333333333,0.0,0.0,0.0,3.0,0,drink_lovers
2184,2184,6460,112.0,100.0,3,20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,grocery_shoppers
2185,2185,6461,18.0,5.68,7,21,18.02,45.83,15.93,0.0,4.48,15.74,0.0,0.0,1.0,8,fresh_regulars
2186,2186,6462,39.0,1.8,1,18,15.94,40.86,18.78,18.08,3.77,0.0,2.57,0.0,1.0,8,fresh_regulars
2187,2187,6463,20.0,5.803333333333334,2,11,18.89333333333333,2.1,79.01,0.0,0.0,0.0,0.0,0.0,3.0,0,drink_lovers
2188,2188,6466,22.75,1.4675,3,21,4.8375,5.1525,29.935,7.85,2.3725,0.0,49.8475,0.0,4.0,5,new_parents
2189,2189,6470,58.6,2.772,7,13,34.79600000000001,33.087999999999994,20.102000000000004,10.792,1.224,0.0,0.0,0.0,5.0,8,fresh_regulars
2190,2190,6475,34.0,18.67,7,22,8.78,8.6,23.85,18.87,0.0,0.0,39.9,0.0,1.0,1,grocery_regular
2191,2191,6476,24.0,2.7533333333333334,2,19,26.28,0.0,37.39333333333333,31.79333333333333,4.533333333333333,0.0,0.0,0.0,3.0,1,grocery_regular
2192,2192,6479,48.0,2.505,7,19,44.485,0.0,24.11,5.83,19.23,4.535,1.805,0.0,2.0,1,grocery_regular
2193,2193,6481,34.0,4.3900000000000015,1,23,22.43,0.0,72.1566666666667,5.406666666666666,0.0,0.0,0.0,0.0,3.0,0,drink_lovers
2194,2194,6484,1.0,0.0,1,8,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,3,beauty_concious
2195,2195,6485,24.7,2.654,7,19,15.374,5.756000000000001,18.982,13.65,8.099999999999998,0.6579999999999999,37.478,0.0,10.0,4,royals
2196,2196,6495,2.0,0.0,7,17,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5,new_parents
2197,2197,6496,19.0,17.48,3,1,16.05,32.9,9.55,24.94,16.56,0.0,0.0,0.0,1.0,8,fresh_regulars
2198,2198,6497,9.0,0.0,1,10,45.79,0.0,0.0,54.21,0.0,0.0,0.0,0.0,1.0,6,home_decorators
2199,2199,6498,16.5,2.9250000000000003,2,12,8.84,0.0,83.47000000000001,7.688333333333333,0.0,0.0,0.0,0.0,6.0,0,drink_lovers
2200,2200,6504,82.0,15.55,6,18,55.73,0.0,5.89,33.45,4.93,0.0,0.0,0.0,1.0,1,grocery_regular
2201,2201,6505,8.333333333333334,5.263333333333333,3,23,4.760000000000002,7.3599999999999985,0.0,2.34,1.8233333333333333,0.0,83.71666666666668,0.0,3.0,5,new_parents
2202,2202,6508,18.5,16.875,1,10,8.34,0.0,57.38500000000001,24.805,0.0,0.0,9.465,0.0,2.0,0,drink_lovers
2203,2203,6510,73.0,1.55,4,12,31.36,2.04,40.105,14.995,7.385,4.115,0.0,0.0,2.0,1,grocery_regular
2204,2204,6512,5.0,0.0,4,10,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,3,beauty_concious
2205,2205,6513,40.0,16.34,3,9,36.245,0.0,30.135,31.225,2.4,0.0,0.0,0.0,2.0,1,grocery_regular
2206,2206,6515,1.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,9,health_concious
2207,2207,6516,45.0,100.0,7,15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,grocery_shoppers
2208,2208,6517,73.0,7.59,7,20,26.21,12.16,33.27,15.57,12.78,0.0,0.0,0.0,1.0,1,grocery_regular
2209,2209,6518,54.0,10.496666666666668,2,7,13.496666666666664,0.0,40.41,25.10333333333333,7.513333333333333,0.0,13.47,0.0,3.0,1,grocery_regular
2210,2210,6521,8.0,25.0,3,10,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5,new_parents
2211,2211,6522,25.0,10.86,4,11,15.1,0.0,8.07,67.15,9.68,0.0,0.0,0.0,1.0,6,home_decorators
2212,2212,6523,28.2,7.651999999999999,7,0,24.241999999999997,0.0,55.84400000000001,19.338,0.5780000000000001,0.0,0.0,0.0,5.0,0,drink_lovers
2213,2213,6528,18.0,35.07,2,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,6,home_decorators
2214,2214,6529,18.0,4.14,1,10,0.0,0.0,21.02,40.74,0.0,0.0,38.24,0.0,1.0,6,home_decorators
2215,2215,6530,3.0,0.0,5,19,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,5,new_parents
2216,2216,6533,6.0,35.0,2,9,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,6,home_decorators
2217,2217,6534,15.5,10.005,1,12,6.44,0.0,13.805,0.0,22.71,10.75,9.5,36.79,2.0,7,pet_lovers
2218,2218,6536,3.6666666666666665,3.3566666666666665,1,23,0.0,0.0,0.0,0.0,0.0,0.0,81.39333333333333,0.0,3.0,5,new_parents
2219,2219,6539,35.0,7.625,1,19,13.345,6.53,60.94,8.78,0.0,0.0,0.0,10.405,2.0,0,drink_lovers
2220,2220,6541,62.0,3.12,5,17,30.570000000000004,21.0,37.64666666666667,10.783333333333333,0.0,0.0,0.0,0.0,3.0,1,grocery_regular
2221,2221,6544,45.0,34.46,6,13,39.04,5.3,20.75,21.58,13.33,0.0,0.0,0.0,1.0,1,grocery_regular
2222,2222,6545,21.2,11.046,7,22,12.325999999999999,43.168,16.176,10.604000000000001,0.0,0.0,17.726,0.0,5.0,8,fresh_regulars
2223,2223,6550,4.0,0.0,1,16,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5,new_parents
2224,2224,6551,10.0,17.57,6,23,3.24,0.0,33.19,47.36,0.0,0.0,16.21,0.0,1.0,6,home_decorators
2225,2225,6552,2.0,0.0,2,11,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,5,new_parents
2226,2226,6554,17.0,12.81,3,12,30.15,0.0,52.87,0.0,16.98,0.0,0.0,0.0,1.0,0,drink_lovers
2227,2227,6555,86.0,13.64,7,22,1.01,2.0,24.93,53.33,0.0,0.0,18.73,0.0,1.0,6,home_decorators
2228,2228,6556,27.0,28.61,5,12,2.44,0.0,8.95,51.2,2.63,0.0,34.78,0.0,1.0,6,home_decorators
2229,2229,6557,38.0,4.1033333333333335,2,22,48.89333333333334,19.363333333333333,1.0366666666666666,8.763333333333334,0.0,21.94,0.0,0.0,3.0,9,health_concious
2230,2230,6560,31.5,3.4,6,10,9.115,8.18,13.605,18.045,0.0,0.0,51.06,0.0,2.0,5,new_parents
2231,2231,6562,35.0,0.5,7,1,19.09,24.98,7.91,26.03,10.94,11.04,0.0,0.0,1.0,1,grocery_regular
2232,2232,6563,15.0,15.62,3,20,0.0,0.0,7.01,7.27,85.72,0.0,0.0,0.0,1.0,3,beauty_concious
2233,2233,6564,34.0,2.5,2,17,21.81,66.34,11.86,0.0,0.0,0.0,0.0,0.0,1.0,8,fresh_regulars
2234,2234,6565,19.0,20.91,4,23,0.0,0.0,29.09,70.91,0.0,0.0,0.0,0.0,1.0,6,home_decorators
2235,2235,6566,44.0,13.0575,1,12,15.0175,12.670000000000002,44.29,18.7275,0.0,0.0,9.2925,0.0,4.0,1,grocery_regular
2236,2236,6570,70.5,5.49,1,22,47.185,17.785,4.76,26.75,1.2,2.32,0.0,0.0,2.0,1,grocery_regular
2237,2237,6572,37.0,9.05,2,10,34.39,0.0,18.01,36.18,11.42,0.0,0.0,0.0,1.0,1,grocery_regular
2238,2238,6573,45.0,15.132857142857144,1,17,23.861428571428572,0.0,17.169285714285714,46.75928571428572,9.277857142857146,0.05071428571428571,2.877857142857143,0.0,14.0,4,royals
2239,2239,6587,28.16666666666667,5.835,6,20,13.461666666666664,4.215,47.75666666666666,27.301666666666666,0.9666666666666668,5.463333333333334,0.8283333333333333,0.0,6.0,0,drink_lovers
2240,2240,6593,17.0,8.55,3,22,19.21,0.0,33.51,47.29,0.0,0.0,0.0,0.0,1.0,6,home_decorators
2241,2241,6594,40.0,1.58,6,9,20.1125,29.305,12.3025,13.2475,4.97,20.0625,0.0,0.0,4.0,8,fresh_regulars
2242,2242,6598,68.66666666666667,3.2266666666666666,3,8,43.04666666666666,28.34,10.473333333333334,5.576666666666667,6.756666666666668,0.0,0.0,5.803333333333334,3.0,8,fresh_regulars
2243,2243,6601,28.0,20.33,1,18,10.58,13.36,23.18,43.01,9.86,0.0,0.0,0.0,1.0,6,home_decorators
2244,2244,6602,7.0,9.66,7,15,0.0,0.0,0.0,27.72,0.0,0.0,0.0,72.28,1.0,7,pet_lovers
2245,2245,6603,25.07142857142857,3.3039285714285715,2,15,7.691071428571428,12.773571428571428,30.580357142857146,6.0721428571428575,22.60107142857143,0.0,20.28464285714286,0.0,28.0,4,royals
2246,2246,6631,6.0,33.33,1,9,0.0,0.0,55.54,44.46,0.0,0.0,0.0,0.0,1.0,6,home_decorators
2247,2247,6632,89.0,98.02,6,14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,grocery_shoppers
2248,2248,6633,3.25,6.2525,7,19,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4.0,5,new_parents
2249,2249,6637,74.66666666666667,3.92,2,9,43.49333333333334,4.496666666666667,18.166666666666664,25.35333333333333,6.210000000000001,2.28,0.0,0.0,3.0,1,grocery_regular
2250,2250,6640,42.333333333333336,-2.373333333333333,7,20,14.79,0.0,58.90666666666666,21.86,3.063333333333333,0.0,1.38,0.0,3.0,0,drink_lovers
2251,2251,6643,9.0,1.5,7,22,0.0,30.155,0.0,26.54,2.305,0.0,41.0,0.0,2.0,5,new_parents
2252,2252,6645,3.0,0.0,4,17,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5,new_parents
2253,2253,6646,43.75,3.405,2,21,25.89875,43.87,13.12125,5.6262500000000015,1.5074999999999998,0.92625,9.04625,0.0,8.0,8,fresh_regulars
2254,2254,6654,32.5,100.0,2,10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,grocery_shoppers
2255,2255,6656,10.0,34.32,7,18,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5,new_parents
2256,2256,6657,14.0,-2.81,1,17,0.0,0.0,43.94,44.9,0.0,0.0,11.16,0.0,1.0,6,home_decorators
2257,2257,6658,43.5,3.4275,3,20,27.637500000000006,49.8625,7.74,8.940000000000003,5.1125,0.705,0.0,0.0,4.0,8,fresh_regulars
2258,2258,6662,38.0,0.0,1,21,17.65,35.75,15.05,31.56,0.0,0.0,0.0,0.0,1.0,8,fresh_regulars
2259,2259,6663,22.0,0.0,1,10,7.64,0.0,60.76,22.18,9.42,0.0,0.0,0.0,1.0,0,drink_lovers
2260,2260,6664,56.0,21.1,4,17,42.36,0.0,51.73,0.32,5.58,0.0,0.0,0.0,1.0,1,grocery_regular
2261,2261,6665,30.0,6.49,2,23,51.15,4.14,32.18,4.27,0.0,0.0,8.27,0.0,1.0,1,grocery_regular
2262,2262,6666,9.5,11.935,2,21,2.52,1.625,3.78,0.0,0.0,0.0,92.075,0.0,2.0,5,new_parents
2263,2263,6668,10.8,10.696,3,13,56.412,7.965999999999998,35.624,0.0,0.0,0.0,0.0,0.0,5.0,1,grocery_regular
2264,2264,6673,38.07142857142857,2.441428571428572,3,7,17.71571428571429,28.26214285714286,32.925,5.722857142857142,1.2771428571428571,1.7578571428571428,12.338571428571427,0.0,14.0,4,royals
2265,2265,6687,7.0,0.0,1,10,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,6,home_decorators
2266,2266,6688,3.0,0.0,1,16,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5,new_parents
2267,2267,6689,22.5,9.1,7,7,0.0,1.53,6.01,10.155,0.0,0.0,82.305,0.0,2.0,5,new_parents
2268,2268,6691,4.0,25.03,4,13,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,3,beauty_concious
2269,2269,6692,38.0,2.1966666666666668,7,20,41.02,7.873333333333334,25.53,11.4,2.3000000000000003,2.7466666666666666,9.133333333333333,0.0,3.0,1,grocery_regular
2270,2270,6695,58.0,9.765,3,9,47.105,33.7175,12.005,4.1025,3.0725,0.0,0.0,0.0,4.0,8,fresh_regulars
2271,2271,6699,20.0,3.5,5,9,25.35333333333333,0.0,51.61000000000001,23.036666666666665,0.0,0.0,0.0,0.0,3.0,0,drink_lovers
2272,2272,6702,50.5,4.0625,2,12,19.905,49.4125,25.765,3.395,1.5225,0.0,0.0,0.0,4.0,8,fresh_regulars
2273,2273,6706,10.0,17.78,1,10,0.0,0.0,8.16,0.0,0.0,0.0,91.84,0.0,1.0,5,new_parents
2274,2274,6707,37.66666666666666,6.862500000000002,2,1,25.254166666666666,39.13583333333333,11.902500000000002,16.890833333333333,5.740833333333333,0.4508333333333334,0.0,0.6241666666666666,12.0,4,royals
2275,2275,6719,59.0,1.92,4,20,32.09,0.0,19.73,31.33,9.69,0.0,7.16,0.0,1.0,1,grocery_regular
2276,2276,6720,36.4,5.417999999999999,3,17,7.636,0.0,43.57000000000001,41.52,6.122000000000001,0.0,0.0,0.0,5.0,6,home_decorators
2277,2277,6725,2.5,16.665,7,8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,5,new_parents
2278,2278,6727,15.0,28.295,1,10,0.0,0.0,0.0,28.29,0.0,0.0,71.71000000000002,0.0,2.0,5,new_parents
2279,2279,6729,10.0,0.0,7,18,15.66,0.0,0.0,0.0,0.0,0.0,0.0,84.34,1.0,7,pet_lovers
2280,2280,6730,9.0,4.815,7,8,0.0,0.0,2.775,0.0,0.0,0.0,97.225,0.0,2.0,5,new_parents
2281,2281,6732,10.0,0.0,3,18,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5,new_parents
2282,2282,6733,3.0,0.0,2,10,0.0,0.0,0.0,0.0,0.0,35.45,55.78,8.77,1.0,9,health_concious
2283,2283,6734,52.33333333333334,9.23,4,15,29.19333333333333,0.0,21.28333333333333,17.276666666666667,1.7333333333333334,0.0,30.513333333333332,0.0,3.0,1,grocery_regular
2284,2284,6737,29.33333333333333,5.156666666666667,6,21,11.893333333333333,0.0,45.86333333333334,32.36666666666667,9.876666666666667,0.0,0.0,0.0,3.0,0,drink_lovers
2285,2285,6740,35.0,100.0,5,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,grocery_shoppers
2286,2286,6741,17.5,14.115,2,18,0.0,21.68,48.35,8.225,0.0,0.0,21.745,0.0,2.0,0,drink_lovers
2287,2287,6743,19.0,28.55,1,12,0.0,0.0,0.0,96.07,3.93,0.0,0.0,0.0,1.0,6,home_decorators
2288,2288,6744,7.0,2.92,1,15,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,5,new_parents
2289,2289,6745,35.333333333333336,3.18,7,12,19.586666666666666,45.33666666666666,9.706666666666667,7.81,1.923333333333333,3.8333333333333335,11.806666666666667,0.0,3.0,8,fresh_regulars
2290,2290,6748,25.5,3.1325,7,14,25.57,63.5125,5.1025,2.4925,0.0,3.3225,0.0,0.0,4.0,8,fresh_regulars
2291,2291,6752,40.0,3.08,4,14,6.8100000000000005,39.24,40.675,13.275,0.0,0.0,0.0,0.0,2.0,8,fresh_regulars
2292,2292,6754,42.0,0.0,4,23,2.69,0.0,34.8,14.9,23.0,24.61,0.0,0.0,1.0,9,health_concious
2293,2293,6755,24.0,7.88,6,12,21.38,0.0,32.59,24.63,0.0,0.0,0.0,21.41,1.0,1,grocery_regular
2294,2294,6756,15.0,6.18,1,13,12.05,0.0,3.5,0.81,83.65,0.0,0.0,0.0,1.0,3,beauty_concious
2295,2295,6757,10.0,17.06,5,21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0,drink_lovers
2296,2296,6758,23.0,6.32,7,12,26.57,0.0,0.0,18.53,0.0,0.0,0.0,54.9,1.0,7,pet_lovers
2297,2297,6759,26.0,2.2,7,22,6.31,1.82,27.33,45.36,13.23,5.95,0.0,0.0,1.0,6,home_decorators
